word,depth,g1,s11,s12,s13,s14,s15,g2,s21,s22,s23,s24,s25,g3,s31,s32,s33,s34,s35,g4,s41,s42,s43,s44,s45,g5,s51,s52,s53,s54,s55,g6,s61,s62,s63,s64,s65
MIFFY,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,1.0,0.0,0.0,PYOID,0.0,1.0,0.0,1.0,0.0,MIFFY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MIZZY,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,1.0,0.0,0.0,PYOID,0.0,1.0,0.0,1.0,0.0,MIFFY,2.0,2.0,0.0,0.0,2.0,MIZZY,2.0,2.0,2.0,2.0,2.0,,,,,,
DOOMY,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,1.0,0.0,0.0,PYOID,0.0,1.0,2.0,0.0,1.0,DOOMY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MOODY,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,1.0,0.0,0.0,PYOID,0.0,1.0,2.0,0.0,1.0,DOOMY,1.0,2.0,2.0,1.0,2.0,MOODY,2.0,2.0,2.0,2.0,2.0,,,,,,
OPIUM,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,1.0,0.0,0.0,PYOID,1.0,0.0,1.0,1.0,0.0,OPIUM,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COOMY,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,1.0,0.0,0.0,PYOID,0.0,1.0,2.0,0.0,0.0,COOMY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KIDDO,4,LARNT,0,0,0,0,0,KEMBS,2.0,0.0,0.0,0.0,0.0,ROADS,0.0,1.0,0.0,2.0,0.0,KIDDO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KIDDY,4,LARNT,0,0,0,0,0,KEMBS,2.0,0.0,0.0,0.0,0.0,ROADS,0.0,0.0,0.0,2.0,0.0,KIDDY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KUDZU,4,LARNT,0,0,0,0,0,KEMBS,2.0,0.0,0.0,0.0,0.0,ROADS,0.0,0.0,0.0,1.0,0.0,KUDZU,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KICKY,4,LARNT,0,0,0,0,0,KEMBS,2.0,0.0,0.0,0.0,0.0,ROADS,0.0,0.0,0.0,0.0,0.0,KICKY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KIKOI,4,LARNT,0,0,0,0,0,KEMBS,2.0,0.0,0.0,0.0,0.0,ROADS,0.0,1.0,0.0,0.0,0.0,KIKOI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KOOKY,4,LARNT,0,0,0,0,0,KEMBS,2.0,0.0,0.0,0.0,0.0,ROADS,0.0,2.0,0.0,0.0,0.0,KOOKY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HOMOS,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,0.0,0.0,1.0,1.0,0.0,HOMOS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HUMPS,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,2.0,1.0,1.0,0.0,HUMPS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COMUS,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,0.0,1.0,1.0,0.0,0.0,COMUS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MOMUS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,0.0,1.0,1.0,0.0,0.0,COMUS,0.0,2.0,2.0,2.0,2.0,MOMUS,2.0,2.0,2.0,2.0,2.0,,,,,,
HUMUS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,0.0,2.0,1.0,1.0,0.0,HUMFS,2.0,2.0,2.0,0.0,2.0,HUMUS,2.0,2.0,2.0,2.0,2.0,,,,,,
HUMFS,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,0.0,2.0,1.0,1.0,0.0,HUMFS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COMMS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,0.0,0.0,1.0,0.0,0.0,CORES,2.0,2.0,0.0,0.0,2.0,COMMS,2.0,2.0,2.0,2.0,2.0,,,,,,
JOMOS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,0.0,0.0,1.0,0.0,0.0,CORES,0.0,2.0,0.0,0.0,2.0,JOMOS,2.0,2.0,2.0,2.0,2.0,,,,,,
SIMIS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,0.0,0.0,1.0,0.0,0.0,CORES,0.0,0.0,0.0,0.0,2.0,SIMIS,2.0,2.0,2.0,2.0,2.0,,,,,,
DUMPS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,2.0,1.0,0.0,0.0,SEDGY,1.0,0.0,1.0,0.0,0.0,DUMPS,2.0,2.0,2.0,2.0,2.0,,,,,,
GUMPS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,2.0,1.0,0.0,0.0,SEDGY,1.0,0.0,0.0,1.0,0.0,GUMPS,2.0,2.0,2.0,2.0,2.0,,,,,,
SUMPS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,2.0,1.0,0.0,0.0,SEDGY,2.0,0.0,0.0,0.0,0.0,SUMPS,2.0,2.0,2.0,2.0,2.0,,,,,,
JUMPS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,2.0,1.0,0.0,0.0,SEDGY,1.0,0.0,0.0,0.0,0.0,JUMPS,2.0,2.0,2.0,2.0,2.0,,,,,,
MUMPS,6,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,2.0,1.0,0.0,0.0,SEDGY,1.0,0.0,0.0,0.0,0.0,JUMPS,0.0,2.0,2.0,2.0,2.0,MUMPS,2.0,2.0,2.0,2.0,2.0
YOMPS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,0.0,1.0,0.0,1.0,GYMPS,0.0,1.0,2.0,2.0,2.0,YOMPS,2.0,2.0,2.0,2.0,2.0,,,,,,
GYMPS,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,0.0,1.0,0.0,1.0,GYMPS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COMPS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,0.0,1.0,0.0,0.0,SOWED,1.0,2.0,0.0,0.0,0.0,COMPS,2.0,2.0,2.0,2.0,2.0,,,,,,
DIMPS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,0.0,1.0,0.0,0.0,SOWED,1.0,0.0,0.0,0.0,1.0,DIMPS,2.0,2.0,2.0,2.0,2.0,,,,,,
GIMPS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,0.0,1.0,0.0,0.0,SOWED,1.0,0.0,0.0,0.0,0.0,GIMPS,2.0,2.0,2.0,2.0,2.0,,,,,,
WIMPS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,0.0,1.0,0.0,0.0,SOWED,1.0,0.0,1.0,0.0,0.0,WIMPS,2.0,2.0,2.0,2.0,2.0,,,,,,
SIMPS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,0.0,1.0,0.0,0.0,SOWED,2.0,0.0,0.0,0.0,0.0,SIMPS,2.0,2.0,2.0,2.0,2.0,,,,,,
POMOS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,2.0,0.0,1.0,0.0,0.0,AEROS,0.0,0.0,0.0,2.0,2.0,POMOS,2.0,2.0,2.0,2.0,2.0,,,,,,
POMPS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,2.0,0.0,1.0,0.0,0.0,AEROS,0.0,0.0,0.0,1.0,2.0,POMPS,2.0,2.0,2.0,2.0,2.0,,,,,,
PIMPS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,2.0,0.0,1.0,0.0,0.0,AEROS,0.0,0.0,0.0,0.0,2.0,PIMPS,2.0,2.0,2.0,2.0,2.0,,,,,,
YUMPS,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,1.0,2.0,1.0,0.0,1.0,YUMPS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
PUMPS,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,2.0,2.0,1.0,0.0,0.0,PUMPS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SUMIS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,0.0,2.0,1.0,0.0,0.0,MEOUS,1.0,0.0,0.0,1.0,2.0,SUMIS,2.0,2.0,2.0,2.0,2.0,,,,,,
MUMMS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,0.0,2.0,1.0,0.0,0.0,MEOUS,2.0,0.0,0.0,1.0,2.0,MUMMS,2.0,2.0,2.0,2.0,2.0,,,,,,
SUMOS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,0.0,2.0,1.0,0.0,0.0,MEOUS,1.0,0.0,1.0,1.0,2.0,SUMOS,2.0,2.0,2.0,2.0,2.0,,,,,,
MUMUS,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,0.0,2.0,PUSHY,0.0,2.0,1.0,0.0,0.0,MEOUS,2.0,0.0,0.0,2.0,2.0,MUMUS,2.0,2.0,2.0,2.0,2.0,,,,,,
PUKEY,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,0.0,0.0,0.0,0.0,2.0,PUKEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
OZEKI,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,0.0,1.0,1.0,0.0,0.0,OZEKI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
POUKE,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,0.0,2.0,0.0,0.0,0.0,POUKE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DIKEY,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,2.0,0.0,1.0,0.0,2.0,DIKEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DYKED,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,2.0,0.0,0.0,0.0,1.0,DYKED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
EVOKE,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,0.0,1.0,0.0,0.0,0.0,CHOKE,0.0,0.0,2.0,2.0,2.0,EVOKE,2.0,2.0,2.0,2.0,2.0,,,,,,
CHOKE,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,0.0,1.0,0.0,0.0,0.0,CHOKE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
YOKED,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,2.0,0.0,0.0,1.0,YOKED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
YIKED,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,0.0,1.0,0.0,1.0,YIKED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DUKED,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,2.0,0.0,0.0,0.0,0.0,DUKED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DYKEY,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,2.0,0.0,0.0,0.0,2.0,DYKEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
POKIE,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,0.0,2.0,1.0,0.0,0.0,POKIE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FYKED,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,0.0,0.0,0.0,1.0,FYKED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
YUKED,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,0.0,0.0,0.0,1.0,FYKED,0.0,1.0,2.0,2.0,2.0,YUKED,2.0,2.0,2.0,2.0,2.0,,,,,,
EUKED,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,0.0,0.0,0.0,0.0,JUPES,0.0,2.0,0.0,2.0,0.0,EUKED,2.0,2.0,2.0,2.0,2.0,,,,,,
JUKED,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,0.0,0.0,0.0,0.0,JUPES,2.0,2.0,0.0,2.0,0.0,JUKED,2.0,2.0,2.0,2.0,2.0,,,,,,
EWKED,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,0.0,0.0,0.0,0.0,JUPES,0.0,0.0,0.0,2.0,0.0,EWKED,2.0,2.0,2.0,2.0,2.0,,,,,,
PUKED,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,0.0,0.0,0.0,0.0,JUPES,0.0,2.0,1.0,2.0,0.0,PUKED,2.0,2.0,2.0,2.0,2.0,,,,,,
DIKED,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,2.0,0.0,1.0,0.0,0.0,DIKED,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HOKEY,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,0.0,2.0,0.0,0.0,2.0,HOPES,2.0,2.0,0.0,2.0,0.0,HOKEY,2.0,2.0,2.0,2.0,2.0,,,,,,
JOKEY,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,0.0,2.0,0.0,0.0,2.0,HOPES,0.0,2.0,0.0,2.0,0.0,JOKEY,2.0,2.0,2.0,2.0,2.0,,,,,,
POKEY,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,0.0,2.0,0.0,0.0,2.0,HOPES,0.0,2.0,1.0,2.0,0.0,POKEY,2.0,2.0,2.0,2.0,2.0,,,,,,
PIKEY,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,0.0,0.0,1.0,0.0,2.0,PIKEY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CHECK,4,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,0.0,0.0,0.0,0.0,0.0,CHECK,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CHEEK,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,0.0,0.0,0.0,0.0,0.0,CHECK,2.0,2.0,2.0,0.0,2.0,CHEEK,2.0,2.0,2.0,2.0,2.0,,,,,,
JOKED,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,2.0,0.0,0.0,0.0,CAPHS,0.0,0.0,0.0,0.0,0.0,JOKED,2.0,2.0,2.0,2.0,2.0,,,,,,
POKED,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,2.0,0.0,0.0,0.0,CAPHS,0.0,0.0,1.0,0.0,0.0,POKED,2.0,2.0,2.0,2.0,2.0,,,,,,
COKED,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,2.0,0.0,0.0,0.0,CAPHS,2.0,0.0,0.0,0.0,0.0,COKED,2.0,2.0,2.0,2.0,2.0,,,,,,
HOKED,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,2.0,0.0,0.0,0.0,CAPHS,0.0,0.0,0.0,1.0,0.0,HOKED,2.0,2.0,2.0,2.0,2.0,,,,,,
FIKED,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,0.0,1.0,0.0,0.0,EPHAS,1.0,0.0,0.0,0.0,0.0,FIKED,2.0,2.0,2.0,2.0,2.0,,,,,,
HIKED,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,0.0,1.0,0.0,0.0,EPHAS,1.0,0.0,1.0,0.0,0.0,HIKED,2.0,2.0,2.0,2.0,2.0,,,,,,
EIKED,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,0.0,1.0,0.0,0.0,EPHAS,2.0,0.0,0.0,0.0,0.0,EIKED,2.0,2.0,2.0,2.0,2.0,,,,,,
PIKED,5,LARNT,0,0,0,0,0,KEMBS,1.0,1.0,0.0,0.0,0.0,DOILY,1.0,0.0,1.0,0.0,0.0,EPHAS,1.0,1.0,0.0,0.0,0.0,PIKED,2.0,2.0,2.0,2.0,2.0,,,,,,
DEMOI,4,LARNT,0,0,0,0,0,KEMBS,0.0,2.0,2.0,0.0,0.0,FIGOS,0.0,1.0,0.0,2.0,0.0,DEMOI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GEMMY,4,LARNT,0,0,0,0,0,KEMBS,0.0,2.0,2.0,0.0,0.0,FIGOS,0.0,0.0,1.0,0.0,0.0,GEMMY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HEMPY,4,LARNT,0,0,0,0,0,KEMBS,0.0,2.0,2.0,0.0,0.0,FIGOS,0.0,0.0,0.0,0.0,0.0,HEMPY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
JEMMY,5,LARNT,0,0,0,0,0,KEMBS,0.0,2.0,2.0,0.0,0.0,FIGOS,0.0,0.0,0.0,0.0,0.0,HEMPY,0.0,2.0,2.0,0.0,2.0,JEMMY,2.0,2.0,2.0,2.0,2.0,,,,,,
DEMIC,4,LARNT,0,0,0,0,0,KEMBS,0.0,2.0,2.0,0.0,0.0,FIGOS,0.0,1.0,0.0,0.0,0.0,DEMIC,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
HEMIC,5,LARNT,0,0,0,0,0,KEMBS,0.0,2.0,2.0,0.0,0.0,FIGOS,0.0,1.0,0.0,0.0,0.0,DEMIC,0.0,2.0,2.0,2.0,2.0,HEMIC,2.0,2.0,2.0,2.0,2.0,,,,,,
FEMME,4,LARNT,0,0,0,0,0,KEMBS,0.0,2.0,2.0,0.0,0.0,FIGOS,2.0,0.0,0.0,0.0,0.0,FEMME,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FEMMY,5,LARNT,0,0,0,0,0,KEMBS,0.0,2.0,2.0,0.0,0.0,FIGOS,2.0,0.0,0.0,0.0,0.0,FEMME,2.0,2.0,2.0,2.0,0.0,FEMMY,2.0,2.0,2.0,2.0,2.0,,,,,,
COBBY,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,1.0,1.0,1.0,0.0,0.0,COBBY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GOOBY,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,1.0,0.0,2.0,0.0,0.0,BOOBY,0.0,2.0,2.0,2.0,2.0,GOOBY,2.0,2.0,2.0,2.0,2.0,,,,,,
BOOBY,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,1.0,0.0,2.0,0.0,0.0,BOOBY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DOBBY,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,1.0,0.0,1.0,0.0,1.0,DOBBY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DUBBO,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,0.0,0.0,1.0,0.0,1.0,DUBBO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DHOBI,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,0.0,0.0,2.0,0.0,1.0,DHOBI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CUBBY,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,1.0,1.0,0.0,0.0,0.0,CUBBY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
GOBBO,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,0.0,0.0,1.0,0.0,0.0,GOBBI,2.0,2.0,2.0,2.0,0.0,GOBBO,2.0,2.0,2.0,2.0,2.0,,,,,,
GOBBI,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,0.0,0.0,1.0,0.0,0.0,GOBBI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
YOBBO,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,2.0,0.0,1.0,0.0,0.0,YOBBO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
YOBBY,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,2.0,0.0,1.0,0.0,0.0,YOBBO,2.0,2.0,2.0,2.0,0.0,YOBBY,2.0,2.0,2.0,2.0,2.0,,,,,,
HUBBY,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,1.0,0.0,0.0,0.0,0.0,BARFS,1.0,0.0,0.0,0.0,0.0,HUBBY,2.0,2.0,2.0,2.0,2.0,,,,,,
BUBBY,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,1.0,0.0,0.0,0.0,0.0,BARFS,2.0,0.0,0.0,0.0,0.0,BUBBY,2.0,2.0,2.0,2.0,2.0,,,,,,
FUBBY,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,1.0,0.0,0.0,0.0,0.0,BARFS,1.0,0.0,0.0,1.0,0.0,FUBBY,2.0,2.0,2.0,2.0,2.0,,,,,,
BOBBY,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,1.0,0.0,1.0,0.0,0.0,BERGS,2.0,0.0,0.0,0.0,0.0,BOBBY,2.0,2.0,2.0,2.0,2.0,,,,,,
HOBBY,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,1.0,0.0,1.0,0.0,0.0,BERGS,1.0,0.0,0.0,0.0,0.0,HOBBY,2.0,2.0,2.0,2.0,2.0,,,,,,
GOBBY,5,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,0.0,2.0,0.0,YCOND,1.0,0.0,1.0,0.0,0.0,BERGS,1.0,0.0,0.0,1.0,0.0,GOBBY,2.0,2.0,2.0,2.0,2.0,,,,,,
BUMFS,3,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,1.0,2.0,BUMFS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BUMPS,4,LARNT,0,0,0,0,0,KEMBS,0.0,0.0,2.0,1.0,2.0,BUMFS,2.0,2.0,2.0,0.0,2.0,BUMPS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KECKS,4,LARNT,0,0,0,0,0,KEMBS,2.0,2.0,0.0,0.0,2.0,PEEKS,0.0,2.0,0.0,2.0,2.0,KECKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KEEKS,4,LARNT,0,0,0,0,0,KEMBS,2.0,2.0,0.0,0.0,2.0,PEEKS,0.0,2.0,2.0,2.0,2.0,KEEKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KEXES,4,LARNT,0,0,0,0,0,KEMBS,2.0,2.0,0.0,0.0,2.0,PEEKS,0.0,2.0,1.0,1.0,2.0,KEXES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KEEPS,4,LARNT,0,0,0,0,0,KEMBS,2.0,2.0,0.0,0.0,2.0,PEEKS,1.0,2.0,2.0,1.0,2.0,KEEPS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KEPIS,4,LARNT,0,0,0,0,0,KEMBS,2.0,2.0,0.0,0.0,2.0,PEEKS,1.0,2.0,0.0,1.0,2.0,KEPIS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
KEEFS,4,LARNT,0,0,0,0,0,KEMBS,2.0,2.0,0.0,0.0,2.0,PEEKS,0.0,2.0,2.0,1.0,2.0,KEEFS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
CUSKS,4,LARNT,0,0,0,0,0,KEMBS,1.0,0.0,0.0,0.0,2.0,CLOUD,2.0,0.0,0.0,1.0,0.0,CUSKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DICKS,4,LARNT,0,0,0,0,0,KEMBS,1.0,0.0,0.0,0.0,2.0,CLOUD,1.0,0.0,0.0,0.0,1.0,DICKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
COOKS,4,LARNT,0,0,0,0,0,KEMBS,1.0,0.0,0.0,0.0,2.0,CLOUD,2.0,0.0,2.0,0.0,0.0,COOKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DUSKS,4,LARNT,0,0,0,0,0,KEMBS,1.0,0.0,0.0,0.0,2.0,CLOUD,0.0,0.0,0.0,1.0,1.0,DUSKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DUCKS,4,LARNT,0,0,0,0,0,KEMBS,1.0,0.0,0.0,0.0,2.0,CLOUD,1.0,0.0,0.0,1.0,1.0,DUCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
DOOKS,4,LARNT,0,0,0,0,0,KEMBS,1.0,0.0,0.0,0.0,2.0,CLOUD,0.0,0.0,2.0,0.0,1.0,DOOKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
