word,depth,g1,s11,s12,s13,s14,s15,g2,s21,s22,s23,s24,s25,g3,s31,s32,s33,s34,s35,g4,s41,s42,s43,s44,s45,g5,s51,s52,s53,s54,s55,g6,s61,s62,s63,s64,s65
EARNT,2,LARNT,0,2,2,2,2,EARNT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
NERAL,2,LARNT,1,1,2,1,0,NERAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LUNAR,3,LARNT,2,1,1,1,0,LEARN,2.0,0.0,1.0,1.0,1.0,LUNAR,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LEARN,2,LARNT,2,1,1,1,0,LEARN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
ARNUT,2,LARNT,0,1,1,1,2,ARNUT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LUNET,2,LARNT,2,0,0,1,2,LUNET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
RATAL,3,LARNT,1,2,1,0,1,TARES,1.0,2.0,1.0,0.0,0.0,RATAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TALAR,3,LARNT,1,2,1,0,1,TARES,2.0,2.0,1.0,0.0,0.0,TALAR,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TALER,3,LARNT,1,2,1,0,1,TARES,2.0,2.0,1.0,2.0,0.0,TALER,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
RATEL,3,LARNT,1,2,1,0,1,TARES,1.0,2.0,1.0,2.0,0.0,RATEL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TARNS,2,LARNT,0,2,2,2,1,TARNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
TORAN,2,LARNT,0,1,2,1,1,TORAN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
TYRAN,3,LARNT,0,1,2,1,1,TORAN,2.0,0.0,2.0,2.0,2.0,TYRAN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LIROT,2,LARNT,2,0,2,0,2,LIROT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LEANT,2,LARNT,2,1,0,2,2,LEANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
TALON,3,LARNT,1,2,0,1,1,NATAL,1.0,2.0,1.0,0.0,1.0,TALON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NATAL,2,LARNT,1,2,0,1,1,NATAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LARNT,1,LARNT,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNURL,2,LARNT,1,0,1,1,0,KNURL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
ORLON,3,LARNT,1,0,1,1,0,KNURL,0.0,1.0,0.0,1.0,1.0,ORLON,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TERNE,3,LARNT,0,0,2,2,1,TARES,2.0,0.0,2.0,1.0,0.0,TERNE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TURNS,3,LARNT,0,0,2,2,1,TARES,2.0,0.0,2.0,0.0,2.0,TURNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TERNS,3,LARNT,0,0,2,2,1,TARES,2.0,0.0,2.0,1.0,2.0,TERNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LACET,2,LARNT,2,2,0,0,2,LACET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LIGHT,3,LARNT,2,0,0,0,2,CAMIS,0.0,0.0,0.0,1.0,0.0,LIGHT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LICHT,3,LARNT,2,0,0,0,2,CAMIS,1.0,0.0,0.0,1.0,0.0,LICHT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LEGIT,3,LARNT,2,0,0,0,2,CAMIS,0.0,0.0,0.0,2.0,0.0,LEGIT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LIMIT,3,LARNT,2,0,0,0,2,CAMIS,0.0,0.0,2.0,2.0,0.0,LIMIT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LICIT,3,LARNT,2,0,0,0,2,CAMIS,1.0,0.0,0.0,2.0,0.0,LICIT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
RABAT,2,LARNT,0,2,1,0,2,RABAT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
RAMET,3,LARNT,0,2,1,0,2,RABAT,2.0,2.0,0.0,0.0,2.0,RAMET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TIRLS,2,LARNT,1,0,2,0,1,TIRLS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LOAST,3,LARNT,2,1,0,0,2,TARES,1.0,1.0,0.0,0.0,1.0,LOAST,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LEAST,3,LARNT,2,1,0,0,2,TARES,1.0,1.0,0.0,1.0,1.0,LEAST,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LEAPT,3,LARNT,2,1,0,0,2,TARES,1.0,1.0,0.0,1.0,0.0,LEAPT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LOVAT,3,LARNT,2,1,0,0,2,TARES,1.0,1.0,0.0,0.0,0.0,LOVAT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAWNY,3,LARNT,2,2,0,2,0,DARES,0.0,2.0,0.0,0.0,0.0,LAWNY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAWNS,3,LARNT,2,2,0,2,0,DARES,0.0,2.0,0.0,0.0,2.0,LAWNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAUND,3,LARNT,2,2,0,2,0,DARES,1.0,2.0,0.0,0.0,0.0,LAUND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LENTI,3,LARNT,2,0,0,1,1,TIRES,1.0,1.0,0.0,1.0,0.0,LENTI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LINTS,3,LARNT,2,0,0,1,1,TIRES,1.0,2.0,0.0,0.0,2.0,LINTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LUNTS,3,LARNT,2,0,0,1,1,TIRES,1.0,0.0,0.0,0.0,2.0,LUNTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LINTY,3,LARNT,2,0,0,1,1,TIRES,1.0,2.0,0.0,0.0,0.0,LINTY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LENTO,3,LARNT,2,0,0,1,1,TIRES,1.0,0.0,0.0,1.0,0.0,LENTO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DRANT,3,LARNT,0,1,1,2,2,TRODS,1.0,2.0,0.0,1.0,0.0,DRANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TRANT,3,LARNT,0,1,1,2,2,TRODS,2.0,2.0,0.0,0.0,0.0,TRANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ORANT,3,LARNT,0,1,1,2,2,TRODS,1.0,2.0,1.0,0.0,0.0,ORANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BRANT,3,LARNT,0,1,1,2,2,TRODS,1.0,2.0,0.0,0.0,0.0,BRANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GRANT,4,LARNT,0,1,1,2,2,TRODS,1.0,2.0,0.0,0.0,0.0,BRANT,0.0,2.0,2.0,2.0,2.0,GRANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
RIANT,3,LARNT,0,1,1,2,2,TRODS,1.0,1.0,0.0,0.0,0.0,RIANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
STOLN,3,LARNT,1,0,0,1,1,AURES,0.0,0.0,0.0,0.0,1.0,STOLN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
INTEL,3,LARNT,1,0,0,1,1,AURES,0.0,0.0,0.0,2.0,0.0,INTEL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
UNTIL,3,LARNT,1,0,0,1,1,AURES,0.0,1.0,0.0,0.0,0.0,UNTIL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
INTIL,3,LARNT,1,0,0,1,1,AURES,0.0,0.0,0.0,0.0,0.0,INTIL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LANTS,2,LARNT,2,2,0,1,1,LANTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LATEN,3,LARNT,2,2,0,1,1,LANTS,2.0,2.0,1.0,1.0,0.0,LATEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LARGE,3,LARNT,2,2,2,0,0,YORES,0.0,0.0,2.0,1.0,0.0,LARGE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LARGO,3,LARNT,2,2,2,0,0,YORES,0.0,1.0,2.0,0.0,0.0,LARGO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAREE,3,LARNT,2,2,2,0,0,YORES,0.0,0.0,2.0,2.0,0.0,LAREE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LARUM,4,LARNT,2,2,2,0,0,YORES,0.0,0.0,2.0,0.0,0.0,CAMES,0.0,2.0,1.0,0.0,0.0,LARUM,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LARVA,4,LARNT,2,2,2,0,0,YORES,0.0,0.0,2.0,0.0,0.0,CAMES,0.0,2.0,0.0,0.0,0.0,LARVA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LARCH,4,LARNT,2,2,2,0,0,YORES,0.0,0.0,2.0,0.0,0.0,CAMES,1.0,2.0,0.0,0.0,0.0,LARCH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LARIS,4,LARNT,2,2,2,0,0,YORES,0.0,0.0,2.0,0.0,2.0,KAIES,0.0,2.0,1.0,0.0,2.0,LARIS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LARKS,4,LARNT,2,2,2,0,0,YORES,0.0,0.0,2.0,0.0,2.0,KAIES,1.0,2.0,0.0,0.0,2.0,LARKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LARDS,4,LARNT,2,2,2,0,0,YORES,0.0,0.0,2.0,0.0,2.0,KAIES,0.0,2.0,0.0,0.0,2.0,LARDS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LARES,3,LARNT,2,2,2,0,0,YORES,0.0,0.0,2.0,2.0,2.0,LARES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LARKY,4,LARNT,2,2,2,0,0,YORES,1.0,0.0,2.0,0.0,0.0,LARDY,2.0,2.0,2.0,0.0,2.0,LARKY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LARDY,3,LARNT,2,2,2,0,0,YORES,1.0,0.0,2.0,0.0,0.0,LARDY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MANET,3,LARNT,0,2,0,1,2,MARES,2.0,2.0,0.0,2.0,0.0,MANET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CANST,3,LARNT,0,2,0,1,2,MARES,0.0,2.0,0.0,0.0,1.0,CANST,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
QANAT,3,LARNT,0,2,0,1,2,MARES,0.0,2.0,0.0,0.0,0.0,QANAT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MANAT,3,LARNT,0,2,0,1,2,MARES,2.0,2.0,0.0,0.0,0.0,MANAT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CLART,3,LARNT,1,1,1,0,2,CARES,2.0,1.0,1.0,0.0,0.0,CLART,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ALERT,3,LARNT,1,1,1,0,2,CARES,0.0,1.0,1.0,1.0,0.0,ALERT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BLART,3,LARNT,1,1,1,0,2,CARES,0.0,1.0,1.0,0.0,0.0,BLART,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SLART,3,LARNT,1,1,1,0,2,CARES,0.0,1.0,1.0,0.0,1.0,SLART,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ALANT,3,LARNT,1,1,0,2,2,PARES,0.0,1.0,0.0,0.0,0.0,ALANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PLANT,3,LARNT,1,1,0,2,2,PARES,2.0,1.0,0.0,0.0,0.0,PLANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SLANT,3,LARNT,1,1,0,2,2,PARES,0.0,1.0,0.0,0.0,1.0,SLANT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
AIRNS,2,LARNT,0,1,2,2,0,AIRNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
BORNA,3,LARNT,0,1,2,2,0,AIRNS,1.0,0.0,2.0,2.0,0.0,BORNA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LATER,2,LARNT,2,2,1,0,1,LATER,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
RANTS,2,LARNT,0,2,1,1,1,RANTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
RATAN,3,LARNT,0,2,1,1,1,RANTS,2.0,2.0,1.0,1.0,0.0,RATAN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
RENAL,3,LARNT,1,1,1,1,0,GRUES,0.0,1.0,0.0,1.0,0.0,RENAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GNARL,3,LARNT,1,1,1,1,0,GRUES,2.0,1.0,0.0,0.0,0.0,GNARL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
KNARL,3,LARNT,1,1,1,1,0,GRUES,0.0,1.0,0.0,0.0,0.0,KNARL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ULNAR,3,LARNT,1,1,1,1,0,GRUES,0.0,1.0,1.0,0.0,0.0,ULNAR,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
URNAL,3,LARNT,1,1,1,1,0,GRUES,0.0,2.0,1.0,0.0,0.0,URNAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SNARL,3,LARNT,1,1,1,1,0,GRUES,0.0,1.0,0.0,0.0,1.0,SNARL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TRINE,3,LARNT,0,0,1,2,1,CODES,0.0,0.0,0.0,1.0,0.0,TRINE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TRONS,3,LARNT,0,0,1,2,1,CODES,0.0,1.0,0.0,0.0,2.0,TRONS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TRONC,3,LARNT,0,0,1,2,1,CODES,1.0,1.0,0.0,0.0,0.0,TRONC,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TREND,3,LARNT,0,0,1,2,1,CODES,0.0,0.0,1.0,1.0,0.0,TREND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TRONK,3,LARNT,0,0,1,2,1,CODES,0.0,1.0,0.0,0.0,0.0,TRONK,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TRONE,3,LARNT,0,0,1,2,1,CODES,0.0,1.0,0.0,1.0,0.0,TRONE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TRINS,3,LARNT,0,0,1,2,1,CODES,0.0,0.0,0.0,0.0,2.0,TRINS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TRUNK,3,LARNT,0,0,1,2,1,CODES,0.0,0.0,0.0,0.0,0.0,TRUNK,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LIART,2,LARNT,2,1,1,0,2,LIART,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LYART,3,LARNT,2,1,1,0,2,LIART,2.0,0.0,2.0,2.0,2.0,LYART,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LONER,3,LARNT,2,0,1,1,0,LINER,2.0,0.0,2.0,2.0,2.0,LONER,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LINER,2,LARNT,2,0,1,1,0,LINER,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
THANK,3,LARNT,0,1,0,2,1,HOKES,1.0,0.0,1.0,0.0,0.0,THANK,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TWANK,3,LARNT,0,1,0,2,1,HOKES,0.0,0.0,1.0,0.0,0.0,TWANK,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ATONY,3,LARNT,0,1,0,2,1,HOKES,0.0,1.0,0.0,0.0,0.0,ATONY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ATONE,3,LARNT,0,1,0,2,1,HOKES,0.0,1.0,0.0,1.0,0.0,ATONE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TUANS,4,LARNT,0,1,0,2,1,HOKES,0.0,0.0,0.0,0.0,2.0,TIANS,2.0,0.0,2.0,2.0,2.0,TUANS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TIANS,3,LARNT,0,1,0,2,1,HOKES,0.0,0.0,0.0,0.0,2.0,TIANS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
THANG,4,LARNT,0,1,0,2,1,HOKES,1.0,0.0,0.0,0.0,0.0,GOXES,1.0,0.0,0.0,0.0,0.0,THANG,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
THANA,4,LARNT,0,1,0,2,1,HOKES,1.0,0.0,0.0,0.0,0.0,GOXES,0.0,0.0,0.0,0.0,0.0,THANA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
THANX,4,LARNT,0,1,0,2,1,HOKES,1.0,0.0,0.0,0.0,0.0,GOXES,0.0,0.0,1.0,0.0,0.0,THANX,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
THANE,3,LARNT,0,1,0,2,1,HOKES,1.0,0.0,0.0,1.0,0.0,THANE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
STANK,3,LARNT,0,1,0,2,1,HOKES,0.0,0.0,1.0,0.0,1.0,STANK,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
STANE,3,LARNT,0,1,0,2,1,HOKES,0.0,0.0,0.0,1.0,1.0,STANE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TUINA,4,LARNT,0,1,0,2,1,HOKES,0.0,0.0,0.0,0.0,0.0,TIRES,2.0,1.0,0.0,0.0,0.0,TUINA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FITNA,4,LARNT,0,1,0,2,1,HOKES,0.0,0.0,0.0,0.0,0.0,TIRES,1.0,2.0,0.0,0.0,0.0,FITNA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
TWANG,4,LARNT,0,1,0,2,1,HOKES,0.0,0.0,0.0,0.0,0.0,TIRES,2.0,0.0,0.0,0.0,0.0,TWANG,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
STANG,4,LARNT,0,1,0,2,1,HOKES,0.0,0.0,0.0,0.0,1.0,STAND,2.0,2.0,2.0,2.0,0.0,STANG,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
STAND,3,LARNT,0,1,0,2,1,HOKES,0.0,0.0,0.0,0.0,1.0,STAND,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
THANS,3,LARNT,0,1,0,2,1,HOKES,1.0,0.0,0.0,0.0,2.0,THANS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TANNA,3,LARNT,0,2,0,2,1,LANES,0.0,2.0,2.0,0.0,0.0,TANNA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TAINS,3,LARNT,0,2,0,2,1,LANES,0.0,2.0,1.0,0.0,2.0,TAINS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TAWNY,3,LARNT,0,2,0,2,1,LANES,0.0,2.0,1.0,0.0,0.0,TAWNY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TOLAN,3,LARNT,1,1,0,1,1,TALES,2.0,1.0,2.0,0.0,0.0,TOLAN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TONAL,3,LARNT,1,1,0,1,1,TALES,2.0,1.0,1.0,0.0,0.0,TONAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NOTAL,3,LARNT,1,1,0,1,1,TALES,1.0,1.0,1.0,0.0,0.0,NOTAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAPIN,3,LARNT,2,2,0,1,0,PINES,1.0,1.0,1.0,0.0,0.0,LAPIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAYIN,4,LARNT,2,2,0,1,0,PINES,0.0,1.0,1.0,0.0,0.0,YOKES,1.0,0.0,0.0,0.0,0.0,LAYIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LAWIN,4,LARNT,2,2,0,1,0,PINES,0.0,1.0,1.0,0.0,0.0,YOKES,0.0,0.0,0.0,0.0,0.0,LAWIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LAKIN,4,LARNT,2,2,0,1,0,PINES,0.0,1.0,1.0,0.0,0.0,YOKES,0.0,0.0,2.0,0.0,0.0,LAKIN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LANDE,4,LARNT,2,2,0,1,0,PINES,0.0,0.0,2.0,1.0,0.0,LANCE,2.0,2.0,2.0,0.0,2.0,LANDE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LANCE,3,LARNT,2,2,0,1,0,PINES,0.0,0.0,2.0,1.0,0.0,LANCE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LADEN,3,LARNT,2,2,0,1,0,PINES,0.0,0.0,1.0,2.0,0.0,LADEN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LANAI,3,LARNT,2,2,0,1,0,PINES,0.0,1.0,2.0,0.0,0.0,LANAI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LANKS,4,LARNT,2,2,0,1,0,PINES,0.0,0.0,2.0,0.0,2.0,DONAS,0.0,0.0,2.0,1.0,2.0,LANKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LANAS,4,LARNT,2,2,0,1,0,PINES,0.0,0.0,2.0,0.0,2.0,DONAS,0.0,0.0,2.0,2.0,2.0,LANAS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LANDS,4,LARNT,2,2,0,1,0,PINES,0.0,0.0,2.0,0.0,2.0,DONAS,1.0,0.0,2.0,1.0,2.0,LANDS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LANCH,3,LARNT,2,2,0,1,0,PINES,0.0,0.0,2.0,0.0,0.0,LANCH,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LANKY,4,LARNT,2,2,0,1,0,PINES,0.0,0.0,2.0,0.0,0.0,LANCH,2.0,2.0,2.0,0.0,0.0,LANKY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LANES,3,LARNT,2,2,0,1,0,PINES,0.0,0.0,2.0,2.0,2.0,LANES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAGAN,3,LARNT,2,2,0,1,0,PINES,0.0,0.0,1.0,0.0,0.0,LAGAN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAUAN,4,LARNT,2,2,0,1,0,PINES,0.0,0.0,1.0,0.0,0.0,LAGAN,2.0,2.0,0.0,2.0,2.0,LAUAN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LORAN,2,LARNT,2,1,2,1,0,LORAN,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
TOROT,3,LARNT,0,0,2,0,2,DURES,0.0,0.0,2.0,0.0,0.0,TOROT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DURST,3,LARNT,0,0,2,0,2,DURES,2.0,2.0,2.0,0.0,1.0,DURST,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
HORST,4,LARNT,0,0,2,0,2,DURES,0.0,0.0,2.0,0.0,1.0,HIRES,2.0,0.0,2.0,0.0,1.0,HORST,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
SPRIT,4,LARNT,0,0,2,0,2,DURES,0.0,0.0,2.0,0.0,1.0,HIRES,0.0,1.0,2.0,0.0,1.0,SPRIT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
FIRST,4,LARNT,0,0,2,0,2,DURES,0.0,0.0,2.0,0.0,1.0,HIRES,0.0,2.0,2.0,0.0,1.0,FIRST,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
WORST,4,LARNT,0,0,2,0,2,DURES,0.0,0.0,2.0,0.0,1.0,HIRES,0.0,0.0,2.0,0.0,1.0,WORST,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
BURET,3,LARNT,0,0,2,0,2,DURES,0.0,2.0,2.0,2.0,0.0,BURET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CURET,4,LARNT,0,0,2,0,2,DURES,0.0,2.0,2.0,2.0,0.0,BURET,0.0,2.0,2.0,2.0,2.0,CURET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
MERIT,3,LARNT,0,0,2,0,2,DURES,0.0,0.0,2.0,1.0,0.0,MERIT,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BERET,4,LARNT,0,0,2,0,2,DURES,0.0,0.0,2.0,2.0,0.0,PEARS,0.0,2.0,0.0,1.0,0.0,BERET,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
