word,depth,g1,s11,s12,s13,s14,s15,g2,s21,s22,s23,s24,s25,g3,s31,s32,s33,s34,s35,g4,s41,s42,s43,s44,s45,g5,s51,s52,s53,s54,s55,g6,s61,s62,s63,s64,s65,g7,s71,s72,s73,s74,s75
KIRKS,4,LARKS,0,0,2,2,2,BONEY,0.0,0.0,0.0,0.0,0.0,FUMED,0.0,0.0,0.0,0.0,0.0,KIRKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
TURKS,4,LARKS,0,0,2,2,2,BONEY,0.0,0.0,0.0,0.0,0.0,FUMED,0.0,2.0,0.0,0.0,0.0,TURKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DIRKS,4,LARKS,0,0,2,2,2,BONEY,0.0,0.0,0.0,0.0,0.0,FUMED,0.0,0.0,0.0,0.0,1.0,DIRKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MURKS,4,LARKS,0,0,2,2,2,BONEY,0.0,0.0,0.0,0.0,0.0,FUMED,0.0,2.0,1.0,0.0,0.0,MURKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAIDS,3,LARKS,2,2,0,0,2,TIMED,0.0,1.0,0.0,0.0,1.0,LAIDS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LADES,3,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,2.0,1.0,LADES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LAMES,3,LARKS,2,2,0,0,2,TIMED,0.0,0.0,2.0,2.0,0.0,LAMES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LANTS,4,LARKS,2,2,0,0,2,TIMED,1.0,0.0,0.0,0.0,0.0,HANTS,0.0,2.0,2.0,2.0,2.0,LANTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LASTS,4,LARKS,2,2,0,0,2,TIMED,1.0,0.0,0.0,0.0,0.0,HANTS,0.0,2.0,0.0,2.0,2.0,LASTS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LATHS,4,LARKS,2,2,0,0,2,TIMED,1.0,0.0,0.0,0.0,0.0,HANTS,1.0,2.0,0.0,1.0,2.0,LATHS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LATUS,4,LARKS,2,2,0,0,2,TIMED,1.0,0.0,0.0,0.0,0.0,HANTS,0.0,2.0,0.0,1.0,2.0,LATUS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LALLS,4,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,0.0,0.0,SOLAN,1.0,0.0,2.0,1.0,0.0,LALLS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAZOS,4,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,0.0,0.0,SOLAN,1.0,1.0,1.0,1.0,0.0,LAZOS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAVAS,4,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,0.0,0.0,SOLAN,1.0,0.0,1.0,2.0,0.0,LAVAS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAUFS,4,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,0.0,0.0,SOLAN,1.0,0.0,1.0,1.0,0.0,LAUFS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LANAS,4,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,0.0,0.0,SOLAN,1.0,0.0,1.0,2.0,1.0,LANAS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAWNS,4,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,0.0,0.0,SOLAN,1.0,0.0,1.0,1.0,1.0,LAWNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAPIS,4,LARKS,2,2,0,0,2,TIMED,0.0,1.0,0.0,0.0,0.0,PRIES,1.0,0.0,1.0,0.0,2.0,LAPIS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LABIS,4,LARKS,2,2,0,0,2,TIMED,0.0,1.0,0.0,0.0,0.0,PRIES,0.0,0.0,1.0,0.0,2.0,LABIS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAICS,4,LARKS,2,2,0,0,2,TIMED,0.0,1.0,0.0,0.0,0.0,PRIES,0.0,0.0,2.0,0.0,2.0,LAICS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAMAS,4,LARKS,2,2,0,0,2,TIMED,0.0,0.0,2.0,0.0,0.0,BORAS,0.0,0.0,0.0,2.0,2.0,LAMAS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAMPS,4,LARKS,2,2,0,0,2,TIMED,0.0,0.0,2.0,0.0,0.0,BORAS,0.0,0.0,0.0,1.0,2.0,LAMPS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAMBS,4,LARKS,2,2,0,0,2,TIMED,0.0,0.0,2.0,0.0,0.0,BORAS,1.0,0.0,0.0,1.0,2.0,LAMBS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAUDS,4,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,0.0,1.0,LANDS,2.0,2.0,0.0,2.0,2.0,LAUDS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LANDS,3,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,0.0,1.0,LANDS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LANES,4,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,2.0,0.0,SCANS,0.0,0.0,1.0,1.0,2.0,LANES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LACES,4,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,2.0,0.0,SCANS,0.0,1.0,1.0,0.0,2.0,LACES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LAXES,5,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,2.0,0.0,SCANS,0.0,0.0,1.0,0.0,2.0,VAXES,0.0,2.0,2.0,2.0,2.0,LAXES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LAVES,5,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,2.0,0.0,SCANS,0.0,0.0,1.0,0.0,2.0,VAXES,1.0,2.0,0.0,2.0,2.0,LAVES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LAZES,5,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,2.0,0.0,SCANS,0.0,0.0,1.0,0.0,2.0,VAXES,0.0,2.0,0.0,2.0,2.0,LAZES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,
LASES,4,LARKS,2,2,0,0,2,TIMED,0.0,0.0,0.0,2.0,0.0,SCANS,1.0,0.0,1.0,0.0,2.0,LASES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SPARK,3,LARKS,0,1,1,1,1,TEPAS,0.0,0.0,1.0,1.0,1.0,SPARK,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
KESAR,3,LARKS,0,1,1,1,1,TEPAS,0.0,2.0,0.0,2.0,1.0,KESAR,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
SKART,3,LARKS,0,1,1,1,1,TEPAS,1.0,0.0,0.0,1.0,1.0,SKART,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
STARK,4,LARKS,0,1,1,1,1,TEPAS,1.0,0.0,0.0,1.0,1.0,SKART,2.0,1.0,2.0,2.0,1.0,STARK,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SHARK,3,LARKS,0,1,1,1,1,TEPAS,0.0,0.0,0.0,1.0,1.0,SHARK,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
SNARK,4,LARKS,0,1,1,1,1,TEPAS,0.0,0.0,0.0,1.0,1.0,SHARK,2.0,0.0,2.0,2.0,2.0,SNARK,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
SKEAR,4,LARKS,0,1,1,1,1,TEPAS,0.0,1.0,0.0,2.0,1.0,ESKAR,1.0,1.0,1.0,2.0,2.0,SKEAR,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ESKAR,3,LARKS,0,1,1,1,1,TEPAS,0.0,1.0,0.0,2.0,1.0,ESKAR,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
ASKER,3,LARKS,0,1,1,1,1,TEPAS,0.0,1.0,0.0,1.0,1.0,ASKER,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LAERS,2,LARKS,2,2,1,0,2,LAERS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAIRS,3,LARKS,2,2,1,0,2,LAERS,2.0,2.0,0.0,2.0,2.0,LAIRS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
KRABS,3,LARKS,0,1,1,1,2,BRINY,1.0,2.0,0.0,0.0,0.0,KRABS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
KNARS,3,LARKS,0,1,1,1,2,BRINY,0.0,1.0,0.0,1.0,0.0,KNARS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
KYARS,3,LARKS,0,1,1,1,2,BRINY,0.0,1.0,0.0,0.0,1.0,KYARS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
KRANS,3,LARKS,0,1,1,1,2,BRINY,0.0,2.0,0.0,2.0,0.0,KRANS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
KBARS,3,LARKS,0,1,1,1,2,BRINY,1.0,1.0,0.0,0.0,0.0,KBARS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
KRAYS,3,LARKS,0,1,1,1,2,BRINY,0.0,2.0,0.0,0.0,1.0,KRAYS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
KRAIS,3,LARKS,0,1,1,1,2,BRINY,0.0,2.0,1.0,0.0,0.0,KRAIS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
KSARS,3,LARKS,0,1,1,1,2,BRINY,0.0,1.0,0.0,0.0,0.0,KSARS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
RAIKS,3,LARKS,0,2,1,2,2,CANES,0.0,2.0,0.0,0.0,2.0,RAIKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
RACKS,3,LARKS,0,2,1,2,2,CANES,1.0,2.0,0.0,0.0,2.0,RACKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
RANKS,3,LARKS,0,2,1,2,2,CANES,0.0,2.0,2.0,0.0,2.0,RANKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
ARIKI,3,LARKS,0,1,1,2,0,BODES,0.0,0.0,0.0,0.0,0.0,ARIKI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
BRAKY,3,LARKS,0,1,1,2,0,BODES,2.0,0.0,0.0,0.0,0.0,BRAKY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
BRAKE,3,LARKS,0,1,1,2,0,BODES,2.0,0.0,0.0,1.0,0.0,BRAKE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
DRAKE,3,LARKS,0,1,1,2,0,BODES,0.0,0.0,1.0,1.0,0.0,DRAKE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
CRAKE,3,LARKS,0,1,1,2,0,BODES,0.0,0.0,0.0,1.0,0.0,CRAKE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LARDS,3,LARKS,2,2,2,0,2,RINES,1.0,0.0,0.0,0.0,2.0,LARDS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LARNS,3,LARKS,2,2,2,0,2,RINES,1.0,0.0,1.0,0.0,2.0,LARNS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LARES,3,LARKS,2,2,2,0,2,RINES,1.0,0.0,0.0,2.0,2.0,LARES,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
LARIS,3,LARKS,2,2,2,0,2,RINES,1.0,1.0,0.0,0.0,2.0,LARIS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
MERLE,3,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,0.0,0.0,2.0,MERLE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
MOREL,4,LARKS,1,0,2,0,0,BOGIE,0.0,2.0,0.0,0.0,1.0,FOREL,0.0,2.0,2.0,2.0,2.0,MOREL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
FOREL,3,LARKS,1,0,2,0,0,BOGIE,0.0,2.0,0.0,0.0,1.0,FOREL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
FUROL,3,LARKS,1,0,2,0,0,BOGIE,0.0,1.0,0.0,0.0,0.0,FUROL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
GIRLY,3,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,1.0,1.0,0.0,GIRLY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
BIRLE,3,LARKS,1,0,2,0,0,BOGIE,2.0,0.0,0.0,1.0,2.0,BIRLE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
GERLE,3,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,1.0,0.0,2.0,GERLE,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
NIRLY,4,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,0.0,1.0,0.0,CANES,0.0,0.0,1.0,0.0,0.0,NIRLY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CURLI,4,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,0.0,1.0,0.0,CANES,2.0,0.0,0.0,0.0,0.0,CURLI,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MIRLY,4,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,0.0,1.0,0.0,CANES,0.0,0.0,0.0,0.0,0.0,MIRLY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
WORLD,3,LARKS,1,0,2,0,0,BOGIE,0.0,2.0,0.0,0.0,0.0,WORLD,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
ZORIL,3,LARKS,1,0,2,0,0,BOGIE,0.0,2.0,0.0,2.0,0.0,ZORIL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
NEROL,4,LARKS,1,0,2,0,0,BOGIE,0.0,1.0,0.0,0.0,1.0,ENROL,1.0,1.0,2.0,2.0,2.0,NEROL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ENROL,3,LARKS,1,0,2,0,0,BOGIE,0.0,1.0,0.0,0.0,1.0,ENROL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
JUREL,4,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,0.0,0.0,1.0,MARES,0.0,0.0,2.0,2.0,0.0,JUREL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
FERLY,4,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,0.0,0.0,1.0,MARES,0.0,0.0,2.0,1.0,0.0,FERLY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MEREL,4,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,0.0,0.0,1.0,MARES,2.0,0.0,2.0,2.0,0.0,MEREL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BURLY,3,LARKS,1,0,2,0,0,BOGIE,2.0,0.0,0.0,0.0,0.0,BURLY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
GRRRL,3,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,1.0,0.0,0.0,GRRRL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
GURLY,4,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,1.0,0.0,0.0,GRRRL,2.0,0.0,2.0,0.0,1.0,GURLY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BOREL,3,LARKS,1,0,2,0,0,BOGIE,2.0,2.0,0.0,0.0,1.0,BOREL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
BERYL,3,LARKS,1,0,2,0,0,BOGIE,2.0,0.0,0.0,0.0,1.0,BERYL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
HURLY,4,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,0.0,0.0,0.0,CAMES,0.0,0.0,0.0,0.0,0.0,HURLY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
CURLY,4,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,0.0,0.0,0.0,CAMES,2.0,0.0,0.0,0.0,0.0,CURLY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MURLY,4,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,0.0,0.0,0.0,CAMES,0.0,0.0,1.0,0.0,0.0,MURLY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
MERIL,3,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,0.0,2.0,1.0,MERIL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
PERIL,4,LARKS,1,0,2,0,0,BOGIE,0.0,0.0,0.0,2.0,1.0,MERIL,0.0,2.0,2.0,2.0,2.0,PERIL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
RECKS,3,LARKS,0,0,1,2,2,CRIES,1.0,1.0,0.0,1.0,2.0,RECKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
GROKS,3,LARKS,0,0,1,2,2,CRIES,0.0,2.0,0.0,0.0,2.0,GROKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
DREKS,3,LARKS,0,0,1,2,2,CRIES,0.0,2.0,0.0,1.0,2.0,DREKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
TREKS,4,LARKS,0,0,1,2,2,CRIES,0.0,2.0,0.0,1.0,2.0,DREKS,0.0,2.0,2.0,2.0,2.0,TREKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BRIKS,3,LARKS,0,0,1,2,2,CRIES,0.0,2.0,2.0,0.0,2.0,BRIKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
REIKS,3,LARKS,0,0,1,2,2,CRIES,0.0,1.0,2.0,1.0,2.0,REIKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
REEKS,3,LARKS,0,0,1,2,2,CRIES,0.0,1.0,0.0,1.0,2.0,REEKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
RUCKS,4,LARKS,0,0,1,2,2,CRIES,1.0,1.0,0.0,0.0,2.0,ROCKS,2.0,0.0,2.0,2.0,2.0,RUCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ROCKS,3,LARKS,0,0,1,2,2,CRIES,1.0,1.0,0.0,0.0,2.0,ROCKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
RICKS,3,LARKS,0,0,1,2,2,CRIES,1.0,1.0,1.0,0.0,2.0,RICKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
RUSKS,4,LARKS,0,0,1,2,2,CRIES,0.0,1.0,0.0,0.0,2.0,ROOKS,2.0,0.0,0.0,2.0,2.0,RUSKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ROOKS,3,LARKS,0,0,1,2,2,CRIES,0.0,1.0,0.0,0.0,2.0,ROOKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
RINKS,3,LARKS,0,0,1,2,2,CRIES,0.0,1.0,1.0,0.0,2.0,RINKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
RISKS,4,LARKS,0,0,1,2,2,CRIES,0.0,1.0,1.0,0.0,2.0,RINKS,2.0,2.0,0.0,2.0,2.0,RISKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
LEAKS,2,LARKS,2,1,0,2,2,LEAKS,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LASER,2,LARKS,2,2,1,0,1,LASER,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANKO,3,LARKS,0,2,0,2,1,CORES,0.0,1.0,0.0,0.0,1.0,SANKO,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
CASKY,3,LARKS,0,2,0,2,1,CORES,2.0,0.0,0.0,0.0,1.0,CASKY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
PASKA,3,LARKS,0,2,0,2,1,CORES,0.0,0.0,0.0,0.0,1.0,PASKA,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
SAKER,2,LARKS,0,2,1,1,1,SAKER,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLART,3,LARKS,1,1,1,0,1,TORES,1.0,0.0,1.0,0.0,1.0,SLART,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
SNARL,3,LARKS,1,1,1,0,1,TORES,0.0,0.0,1.0,0.0,1.0,SNARL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
SOLAR,3,LARKS,1,1,1,0,1,TORES,0.0,2.0,1.0,0.0,1.0,SOLAR,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
SULKY,3,LARKS,1,0,0,2,1,SILKY,2.0,0.0,2.0,2.0,2.0,SULKY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
SILKY,2,LARKS,1,0,0,2,1,SILKY,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURAL,3,LARKS,1,1,2,0,0,RUMPO,1.0,2.0,1.0,0.0,0.0,MURAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
MORAL,3,LARKS,1,1,2,0,0,RUMPO,1.0,0.0,1.0,0.0,1.0,MORAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
RURAL,3,LARKS,1,1,2,0,0,RUMPO,2.0,2.0,0.0,0.0,0.0,RURAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
CORAL,4,LARKS,1,1,2,0,0,RUMPO,1.0,0.0,0.0,0.0,1.0,BACHS,0.0,1.0,1.0,0.0,0.0,CORAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
BORAL,4,LARKS,1,1,2,0,0,RUMPO,1.0,0.0,0.0,0.0,1.0,BACHS,2.0,1.0,0.0,0.0,0.0,BORAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
HORAL,4,LARKS,1,1,2,0,0,RUMPO,1.0,0.0,0.0,0.0,1.0,BACHS,0.0,1.0,0.0,1.0,0.0,HORAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GORAL,4,LARKS,1,1,2,0,0,RUMPO,1.0,0.0,0.0,0.0,1.0,BACHS,0.0,1.0,0.0,0.0,0.0,GORAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
RORAL,3,LARKS,1,1,2,0,0,RUMPO,2.0,0.0,0.0,0.0,1.0,RORAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
PORAL,3,LARKS,1,1,2,0,0,RUMPO,1.0,0.0,0.0,1.0,1.0,PORAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
FURAL,4,LARKS,1,1,2,0,0,RUMPO,1.0,2.0,0.0,0.0,0.0,FARAD,2.0,0.0,2.0,2.0,0.0,FURAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
DURAL,4,LARKS,1,1,2,0,0,RUMPO,1.0,2.0,0.0,0.0,0.0,FARAD,0.0,0.0,2.0,2.0,1.0,DURAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
AURAL,4,LARKS,1,1,2,0,0,RUMPO,1.0,2.0,0.0,0.0,0.0,FARAD,0.0,1.0,2.0,2.0,0.0,AURAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
JURAL,4,LARKS,1,1,2,0,0,RUMPO,1.0,2.0,0.0,0.0,0.0,FARAD,0.0,0.0,2.0,2.0,0.0,JURAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
FERAL,4,LARKS,1,1,2,0,0,RUMPO,1.0,0.0,0.0,0.0,0.0,RINES,1.0,0.0,0.0,1.0,0.0,FERAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
NERAL,4,LARKS,1,1,2,0,0,RUMPO,1.0,0.0,0.0,0.0,0.0,RINES,1.0,0.0,1.0,1.0,0.0,NERAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
VIRAL,4,LARKS,1,1,2,0,0,RUMPO,1.0,0.0,0.0,0.0,0.0,RINES,1.0,2.0,0.0,0.0,0.0,VIRAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
GYRAL,4,LARKS,1,1,2,0,0,RUMPO,1.0,0.0,0.0,0.0,0.0,RINES,1.0,0.0,0.0,0.0,0.0,GYRAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
PYRAL,3,LARKS,1,1,2,0,0,RUMPO,1.0,0.0,0.0,1.0,0.0,PYRAL,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
